x_12,slope_12,x_23,slope_23,x_13,slope_13
21.74346567,-0.6103335364017843,74.7925684347603,-0.21512738263481598,58.2654304,-0.16763186681423034
22.61788829,-0.5859885622757022,76.7845728421695,-0.19644557029743884,60.60859919,-0.1363236943679834
23.52747618,-0.5594362741702741,81.99979853870025,-0.17930275020339917,63.04599951,-0.11465165762304257
24.47364354,-0.5252607323838872,85.29745492935655,-0.14182871757610302,65.5814209,-0.09519587085312455
25.4578614,-0.4995848094829516,87.5692435537608,-0.11736548079293348,68.21880532,-0.07999620304738504
26.48166001,-0.4820776412058368,93.51696654423787,-0.10431265390645744,70.96225328,-0.05633282687105307
27.54663111,-0.44293082436827136,97.27779069082224,-0.08639943727918314,73.81603014,-0.03551264576652822
28.65443046,-0.40807883535156186,99.86866023648014,-0.06817585913713622,76.78457284,-0.018974419128267146
29.80678044,-0.3755243738580907,106.6517624126682,-0.04033828590525661,79.87249674,-0.01285207530245944
31.00547265,-0.3424200115223096,110.94080790012636,-0.024513489694988577,83.08460279,0.010155701940407135
32.25237078,-0.32053498658608165,113.8955744354053,-0.018661215027973833,86.42588504,0.03145280250047688
33.54941343,-0.2856989218414972,121.63138782252412,-1.4041363140343354e-05,89.90153836,0.046941566388858526
34.89861721,-0.2561274509611341,126.52284524687428,0.016568774260227643,93.51696654,0.05568681030252153
36.30207978,-0.23366013072207245,129.89261941888398,0.02807470082757397,97.27779069,0.06923900684499791
37.76198319,-0.19920496668385354,139.62949552920057,0.039794765989829034,101.189858,0.08513206487063385
39.28059722,-0.17129281716307476,145.24475442570468,0.06006958638523187,105.2592507,0.0975866993671427
40.86028296,-0.15207648100659865,149.113162705084,0.08140148103769919,109.4922957,0.10755571442131301
42.50349643,-0.12731146647543384,159.24096271810222,0.08264876641830138,113.8955744,0.11638426164629466
44.21279242,-0.09729099216204137,165.6449050169821,0.08908914656421542,118.4759329,0.12458856990658997
45.99082846,-0.08047163023196927,170.05664521743432,0.09964333460389414,123.2404923,0.1372546578421103
47.84036898,-0.06035476636637356,182.80425546369815,0.11030368993041277,128.1966606,0.14575823946585625
49.76428954,-0.026349721964172096,190.15580549201343,0.11899791226319957,133.3521432,0.1554093945000081
51.76558137,-0.007607653012190255,195.22036217941945,0.12484785595771096,138.7149557,0.16016642866833156
53.847356,0.014330089231119184,209.8542689345233,0.13425242100622958,144.293436,0.17148673751124469
56.01285008,0.037990196110712554,218.29364663289445,0.14474311917338564,150.0962573,0.17939739241684222
58.2654304,0.05330882343735622,223.37248738716949,0.15221450834517491,156.1324414,0.18647699916290467
60.60859919,0.0671468866018276,239.32905930071547,0.1488379645920267,162.4113732,0.19255795874984338
63.04599951,0.08919918025434286,248.95377809194864,0.15211928735725327,168.9428149,0.19663796615096152
65.5814209,0.10513203246263646,255.58434358232765,0.1575803310464442,175.7369213,0.2021262183605865
68.21880532,0.11810656957049108,274.7431926403513,0.16539950126001104,182.8042555,0.20741900188343568
70.96225328,0.13514982067371525,285.7921057004507,0.16870915032679634,190.1558055,0.2132979757390455
73.81603014,0.15181770271729433,293.4038129338323,0.18348856655551832,197.8030012,0.21825373540518633
76.78457284,0.15849673205961867,,,205.7577321,0.2203358803325982
79.87249674,0.17245095791790727,,,214.0323658,0.22803254804844894
83.08460279,0.1864658294522981,,,222.6397675,0.23054202248238886
86.42588504,0.19220957143249154,,,231.5933194,0.23307664148782872
89.90153836,0.2024094737389909,,,240.9069421,0.23527912787800576
93.51696654,0.21568627451535782,,,250.5951161,0.23713235290534887
97.27779069,0.2248774509744064,,,260.6729041,0.24126910297575704
101.189858,0.23195951827194358,,,268.4963314,0.24308109120527435
105.2592507,0.2405341176055416,,,,
109.4922957,0.24465956304474984,,,,
113.8955744,0.25142973836855737,,,,
118.4759329,0.257147009048634,,,,
123.2404923,0.26881464502438,,,,
128.1966606,0.26930858019225584,,,,
133.3521432,0.2748360578814728,,,,
138.7149557,0.28297085452522186,,,,
144.293436,0.28615564291455264,,,,
150.0962573,0.27708266804346254,,,,
156.1324414,0.28949054739943575,,,,
162.4113732,0.2994475126199693,,,,
168.9428149,0.2963586605434304,,,,
175.7369213,0.30020342295616403,,,,
182.8042555,0.30453431379100715,,,,
190.1558055,0.3075980392022425,,,,
197.8030012,0.3104250621319687,,,,
205.7577321,0.31164490046478904,,,,
214.0323658,0.3157746350934338,,,,
222.6397675,0.309928792019287,,,,
231.5933194,0.31639725788979495,,,,
240.9069421,0.3208779023215758,,,,
250.5951161,0.3213821470238424,,,,
260.6729041,0.3224882224772287,,,,
268.4963314,0.3228160257963755,,,,
